     r      z          rho        v_phi  sigma_phi    sigma_r    sigma_z
0.0036 0.0003 1.379305e+04 6.261408e+01  59.503448  64.496774  63.058876
0.0037 0.0003 1.320953e+04 6.255093e+01  59.135869  64.223744  62.832660
0.0038 0.0003 1.266166e+04 6.248152e+01  58.796167  63.965588  62.620700
0.0039 0.0003 1.214640e+04 6.240829e+01  58.482504  63.722280  62.421522
0.0040 0.0003 1.166108e+04 6.233150e+01  58.192733  63.493182  62.243154
0.0041 0.0003 1.120329e+04 6.225207e+01  57.924333  63.275742  62.071101
0.0042 0.0003 1.077089e+04 6.216758e+01  57.679157  63.072896  61.914142
0.0043 0.0003 1.036195e+04 6.208195e+01  57.451730  62.880621  61.768785
0.0044 0.0003 9.974746e+03 6.199402e+01  57.242420  62.699595  61.634420
0.0045 0.0003 9.607699e+03 6.190570e+01  57.050028  62.528065  61.505270
0.0046 0.0003 9.259388e+03 6.181460e+01  56.874364  62.366827  61.394625
0.0047 0.0003 8.928519e+03 6.172138e+01  56.712848  62.213569  61.284471
0.0048 0.0003 8.613914e+03 6.162928e+01  56.563875  62.069560  61.186492
0.0049 0.0003 8.314498e+03 6.153655e+01  56.428053  61.934166  61.092348
0.0050 0.0003 8.029288e+03 6.144219e+01  56.305107  61.806842  61.006622
0.0051 0.0003 7.757382e+03 6.134712e+01  56.194735  61.686732  60.933413
0.0052 0.0003 7.497953e+03 6.125201e+01  56.093629  61.573343  60.865255
0.0053 0.0003 7.250238e+03 6.115696e+01  56.002718  61.466438  60.800272
0.0054 0.0003 7.013537e+03 6.106210e+01  55.921341  61.366388  60.742766
0.0055 0.0003 6.787200e+03 6.096663e+01  55.848843  61.272686  60.688982
0.0056 0.0003 6.570630e+03 6.087200e+01  55.784837  61.184701  60.641482
0.0057 0.0003 6.363271e+03 6.077808e+01  55.727277  61.101717  60.595077
0.0058 0.0003 6.164608e+03 6.068476e+01  55.677410  61.024529  60.553144
0.0059 0.0003 5.974165e+03 6.059076e+01  55.635058  60.953567  60.523320
0.0060 0.0003 5.791496e+03 6.049743e+01  55.599609  60.886843  60.497488
0.0061 0.0003 5.616187e+03 6.040499e+01  55.570418  60.824593  60.473144
0.0062 0.0003 5.447854e+03 6.031221e+01  55.546566  60.766922  60.451014
0.0063 0.0003 5.286135e+03 6.022036e+01  55.528175  60.713187  60.434727
0.0064 0.0003 5.130696e+03 6.013093e+01  55.513899  60.664433  60.419753
0.0065 0.0003 4.981233e+03 6.004075e+01  55.505768  60.619469  60.413270
0.0066 0.0003 4.837461e+03 5.995261e+01  55.500995  60.577043  60.401912
0.0067 0.0003 4.699111e+03 5.986429e+01  55.501096  60.539789  60.401337
0.0068 0.0003 4.565931e+03 5.977678e+01  55.505512  60.505024  60.399122
0.0069 0.0003 4.437681e+03 5.968970e+01  55.514387  60.474126  60.402881
0.0070 0.0003 4.314134e+03 5.960347e+01  55.526401  60.446824  60.410817
0.0071 0.0003 4.195078e+03 5.951989e+01  55.540084  60.422759  60.414855
0.0072 0.0003 4.080310e+03 5.943492e+01  55.558790  60.401575  60.420406
0.0073 0.0003 3.969638e+03 5.935203e+01  55.580469  60.382831  60.436895
0.0074 0.0003 3.862882e+03 5.926903e+01  55.605089  60.366912  60.450708
0.0075 0.0003 3.759870e+03 5.918734e+01  55.632063  60.353708  60.469102
0.0076 0.0003 3.660439e+03 5.910674e+01  55.661379  60.343562  60.488156
0.0077 0.0003 3.564436e+03 5.902692e+01  55.692945  60.334911  60.507443
0.0078 0.0003 3.471713e+03 5.894770e+01  55.727016  60.329073  60.531484
0.0079 0.0003 3.382133e+03 5.887015e+01  55.762035  60.325419  60.553287
0.0080 0.0003 3.295562e+03 5.879228e+01  55.801187  60.323810  60.581007
0.0081 0.0003 3.211876e+03 5.871700e+01  55.841056  60.324062  60.611337
0.0082 0.0003 3.130957e+03 5.864007e+01  55.883908  60.327102  60.636794
0.0083 0.0003 3.052690e+03 5.856571e+01  55.927552  60.331957  60.665402
0.0084 0.0003 2.976968e+03 5.849141e+01  55.972740  60.338746  60.695423
0.0085 0.0003 2.903689e+03 5.841839e+01  56.019983  60.348496  60.729099
0.0086 0.0003 2.832755e+03 5.834567e+01  56.068698  60.359217  60.765529
0.0087 0.0003 2.764073e+03 5.827441e+01  56.118292  60.370914  60.797607
0.0088 0.0003 2.697555e+03 5.820396e+01  56.169935  60.385090  60.835019
0.0089 0.0003 2.633117e+03 5.813392e+01  56.222802  60.400152  60.876144
0.0090 0.0003 2.570678e+03 5.806552e+01  56.275851  60.417897  60.912040
0.0091 0.0003 2.510161e+03 5.799798e+01  56.330803  60.436467  60.950690
0.0092 0.0003 2.451493e+03 5.793127e+01  56.386579  60.456321  60.990166
0.0093 0.0003 2.394605e+03 5.786585e+01  56.442932  60.475800  61.030467
0.0094 0.0003 2.339429e+03 5.780087e+01  56.500577  60.500249  61.074355
0.0095 0.0003 2.285902e+03 5.773669e+01  56.559435  60.524250  61.116334
0.0096 0.0003 2.233964e+03 5.767423e+01  56.618661  60.549792  61.159036
0.0097 0.0003 2.183554e+03 5.761201e+01  56.678490  60.577085  61.205166
0.0098 0.0003 2.134619e+03 5.755217e+01  56.737646  60.604795  61.249086
0.0099 0.0003 2.087105e+03 5.749171e+01  56.799469  60.635253  61.293753
0.0100 0.0003 2.040961e+03 5.743221e+01  56.861883  60.665750  61.339752
0.0000 0.0004 2.097026e+05 0.000000e+00 118.993291 118.992906 135.436334
0.0001 0.0004 2.135196e+05 1.143214e+01 141.469781 135.826602 153.064745
0.0002 0.0004 2.153866e+05 2.250012e+01 139.696213 130.998637 144.020619
0.0003 0.0004 2.052635e+05 3.158108e+01 134.535334 124.535871 133.606112
0.0004 0.0004 1.856498e+05 3.843642e+01 127.969036 117.699578 123.758122
0.0005 0.0004 1.629366e+05 4.347345e+01 121.244129 111.252713 115.160470
0.0006 0.0004 1.412720e+05 4.720610e+01 114.907066 105.522454 107.916943
0.0007 0.0004 1.222879e+05 5.004574e+01 109.172184 100.556477 101.876556
0.0008 0.0004 1.062650e+05 5.224265e+01 104.054998  96.297224  96.821376
0.0009 0.0004 9.293982e+04 5.399236e+01  99.506889  92.644795  92.589041
0.0010 0.0004 8.189338e+04 5.541110e+01  95.467115  89.500493  88.985274
0.0011 0.0004 7.270519e+04 5.657833e+01  91.870321  86.782157  85.939020
0.0012 0.0004 6.501389e+04 5.755167e+01  88.651251  84.413358  83.301600
0.0013 0.0004 5.852720e+04 5.836019e+01  85.763442  82.333791  81.014171
0.0014 0.0004 5.301340e+04 5.904701e+01  83.162331  80.497653  79.029116
0.0015 0.0004 4.829007e+04 5.963091e+01  80.813223  78.869844  77.275716
0.0016 0.0004 4.421346e+04 6.012792e+01  78.687431  77.419722  75.731671
0.0017 0.0004 4.066879e+04 6.055419e+01  76.755902  76.122531  74.359821
0.0018 0.0004 3.756470e+04 6.092114e+01  74.997805  74.952498  73.142991
0.0019 0.0004 3.482865e+04 6.123241e+01  73.392515  73.896581  72.044304
0.0020 0.0004 3.240253e+04 6.149402e+01  71.924959  72.931948  71.053890
0.0021 0.0004 3.023937e+04 6.171145e+01  70.583031  72.053518  70.161252
0.0022 0.0004 2.830089e+04 6.189036e+01  69.350598  71.245204  69.357456
0.0023 0.0004 2.655562e+04 6.203458e+01  68.219495  70.504393  68.626522
0.0024 0.0004 2.497755e+04 6.215439e+01  67.178918  69.821655  67.950657
0.0025 0.0004 2.354495e+04 6.224816e+01  66.222624  69.190645  67.345640
0.0026 0.0004 2.223948e+04 6.232608e+01  65.339877  68.610250  66.780562
0.0027 0.0004 2.104538e+04 6.238234e+01  64.529151  68.069482  66.267308
0.0028 0.0004 1.994933e+04 6.242334e+01  63.780733  67.569782  65.793896
0.0029 0.0004 1.894004e+04 6.244913e+01  63.090130  67.105084  65.361572
0.0030 0.0004 1.800787e+04 6.246217e+01  62.453781  66.672485  64.952060
0.0031 0.0004 1.714455e+04 6.246291e+01  61.865889  66.268359  64.587656
0.0032 0.0004 1.634296e+04 6.245241e+01  61.323085  65.891240  64.252178
0.0033 0.0004 1.559691e+04 6.243181e+01  60.821359  65.537036  63.935421
0.0034 0.0004 1.490102e+04 6.240179e+01  60.357654  65.205630  63.645487
0.0035 0.0004 1.425058e+04 6.236502e+01  59.928198  64.893263  63.379931
0.0036 0.0004 1.364145e+04 6.231963e+01  59.531934  64.600400  63.133648
0.0037 0.0004 1.306998e+04 6.226779e+01  59.165601  64.323721  62.898803
0.0038 0.0004 1.253294e+04 6.220889e+01  58.827378  64.062496  62.689490
0.0039 0.0004 1.202746e+04 6.214623e+01  58.514311  63.815054  62.487280
0.0040 0.0004 1.155097e+04 6.207811e+01  58.226033  63.583615  62.307156
0.0041 0.0004 1.110119e+04 6.200686e+01  57.958872  63.364501  62.135124
0.0042 0.0004 1.067607e+04 6.193200e+01  57.712699  63.157649  61.980243
0.0043 0.0004 1.027378e+04 6.185493e+01  57.485076  62.962682  61.826523
0.0044 0.0004 9.892629e+03 6.177475e+01  57.277508  62.779640  61.692613
0.0045 0.0004 9.531125e+03 6.169194e+01  57.085989  62.605134  61.568538
0.0046 0.0004 9.187894e+03 6.160826e+01  56.908957  62.440455  61.448751
0.0047 0.0004 8.861690e+03 6.152311e+01  56.747664  62.287742  61.341266
0.0048 0.0004 8.551377e+03 6.143688e+01  56.599423  62.141497  61.241000
0.0049 0.0004 8.255915e+03 6.135009e+01  56.463595  62.004231  61.144473
0.0050 0.0004 7.974353e+03 6.126163e+01  56.340577  61.875146  61.059151
0.0051 0.0004 7.705818e+03 6.117269e+01  56.228839  61.752746  60.981546
0.0052 0.0004 7.449508e+03 6.108294e+01  56.127850  61.637748  60.910740
0.0053 0.0004 7.204683e+03 6.099291e+01  56.036976  61.529877  60.843806
0.0054 0.0004 6.970662e+03 6.090207e+01  55.954630  61.428555  60.785352
0.0055 0.0004 6.746816e+03 6.081173e+01  55.881717  61.333104  60.732884
0.0056 0.0004 6.532560e+03 6.072125e+01  55.816948  61.243972  60.685200
0.0057 0.0004 6.327356e+03 6.063074e+01  55.760399  61.160049  60.640713
0.0058 0.0004 6.130702e+03 6.054057e+01  55.710755  61.081704  60.605067
0.0059 0.0004 5.942131e+03 6.045133e+01  55.667560  61.008621  60.568894
0.0060 0.0004 5.761211e+03 6.036162e+01  55.631732  60.941163  60.541248
0.0061 0.0004 5.587537e+03 6.027285e+01  55.601753  60.878384  60.515726
0.0062 0.0004 5.420732e+03 6.018402e+01  55.577774  60.819414  60.496524
0.0063 0.0004 5.260445e+03 6.009670e+01  55.558079  60.764643  60.478608
0.0064 0.0004 5.106347e+03 6.000899e+01  55.544293  60.714577  60.464124
0.0065 0.0004 4.958142e+03 5.992270e+01  55.534878  60.668088  60.451921
0.0066 0.0004 4.815551e+03 5.983588e+01  55.530747  60.625075  60.441809
0.0067 0.0004 4.678312e+03 5.975029e+01  55.530440  60.586303  60.439523
0.0068 0.0004 4.546174e+03 5.966537e+01  55.534847  60.551628  60.441345
0.0069 0.0004 4.418905e+03 5.958220e+01  55.540751  60.519584  60.442387
0.0070 0.0004 4.296282e+03 5.949786e+01  55.552413  60.490703  60.441067
0.0071 0.0004 4.178095e+03 5.941564e+01  55.568005  60.465347  60.451201
0.0072 0.0004 4.064146e+03 5.933395e+01  55.586107  60.443754  60.462672
0.0073 0.0004 3.954247e+03 5.925259e+01  55.607097  60.424604  60.475653
0.0074 0.0004 3.848220e+03 5.917152e+01  55.631493  60.408308  60.491864
0.0075 0.0004 3.745896e+03 5.909258e+01  55.658063  60.393908  60.506139
0.0076 0.0004 3.647115e+03 5.901404e+01  55.686291  60.382322  60.522340
0.0077 0.0004 3.551725e+03 5.893683e+01  55.715788  60.373586  60.541662
0.0078 0.0004 3.459582e+03 5.885984e+01  55.749612  60.366686  60.563103
0.0079 0.0004 3.370550e+03 5.878282e+01  55.787956  60.362310  60.592181
0.0080 0.0004 3.284499e+03 5.870662e+01  55.824194  60.360286  60.611534
0.0081 0.0004 3.201306e+03 5.863266e+01  55.864022  60.360021  60.637336
0.0082 0.0004 3.120852e+03 5.855883e+01  55.905712  60.363079  60.665048
0.0083 0.0004 3.043026e+03 5.848514e+01  55.949065  60.366632  60.696511
0.0084 0.0004 2.967723e+03 5.841237e+01  55.994822  60.372684  60.722284
0.0085 0.0004 2.894841e+03 5.834111e+01  56.041131  60.380778  60.757842
0.0086 0.0004 2.824284e+03 5.827003e+01  56.089359  60.391038  60.791553
0.0087 0.0004 2.755960e+03 5.820075e+01  56.139179  60.403744  60.823474
0.0088 0.0004 2.689783e+03 5.813161e+01  56.190040  60.416912  60.860026
0.0089 0.0004 2.625667e+03 5.806355e+01  56.241837  60.432139  60.896313
0.0090 0.0004 2.563535e+03 5.799566e+01  56.295595  60.449250  60.936067
0.0091 0.0004 2.503311e+03 5.792934e+01  56.349753  60.466649  60.975144
0.0092 0.0004 2.444921e+03 5.786392e+01  56.405196  60.486346  61.016182
0.0093 0.0004 2.388297e+03 5.779919e+01  56.461480  60.507286  61.056882
0.0094 0.0004 2.333374e+03 5.773602e+01  56.518628  60.527755  61.097468
0.0095 0.0004 2.280087e+03 5.767355e+01  56.576654  60.552169  61.137044
0.0096 0.0004 2.228377e+03 5.761149e+01  56.635932  60.577539  61.181780
0.0097 0.0004 2.178186e+03 5.755030e+01  56.695968  60.604081  61.226955
0.0098 0.0004 2.129459e+03 5.749075e+01  56.756241  60.631769  61.273390
0.0099 0.0004 2.082143e+03 5.743172e+01  56.817458  60.661602  61.314898
0.0100 0.0004 2.036188e+03 5.737375e+01  56.879380  60.691598  61.360224
0.0000 0.0005 1.389001e+05 2.020132e-04 105.455345 105.454265 120.379825
0.0001 0.0005 1.409091e+05 9.176463e+00 127.679801 123.400186 139.346036
0.0002 0.0005 1.438040e+05 1.847629e+01 127.448108 120.560368 133.499651
0.0003 0.0005 1.426885e+05 2.675862e+01 124.664408 116.486151 126.232822
0.0004 0.0005 1.362136e+05 3.358450e+01 120.449127 111.833235 118.793720
0.0005 0.0005 1.260300e+05 3.900440e+01 115.625354 107.113122 111.883624
0.0006 0.0005 1.143281e+05 4.325527e+01 110.746073 102.657451 105.755573
0.0007 0.0005 1.026601e+05 4.660680e+01 106.073744  98.595168 100.462630
0.0008 0.0005 9.184322e+04 4.927440e+01 101.720648  94.960963  95.890214
0.0009 0.0005 8.219490e+04 5.142007e+01  97.732588  91.746239  92.001331
0.0010 0.0005 7.375590e+04 5.317481e+01  94.100371  88.907175  88.615517
0.0011 0.0005 6.643745e+04 5.461799e+01  90.804377  86.400662  85.718859
0.0012 0.0005 6.010714e+04 5.581034e+01  87.818190  84.183538  83.195311
0.0013 0.0005 5.462689e+04 5.681559e+01  85.100619  82.211294  80.984440
0.0014 0.0005 4.986914e+04 5.766293e+01  82.635559  80.456586  79.042895
0.0015 0.0005 4.572243e+04 5.838187e+01  80.394490  78.885799  77.335964
0.0016 0.0005 4.209169e+04 5.899627e+01  78.347532  77.477515  75.812904
0.0017 0.0005 3.889615e+04 5.952572e+01  76.486873  76.208297  74.458581
0.0018 0.0005 3.606894e+04 5.997825e+01  74.782551  75.060673  73.242849
0.0019 0.0005 3.355508e+04 6.036593e+01  73.219387  74.016628  72.153682
0.0020 0.0005 3.130920e+04 6.069198e+01  71.788456  73.064459  71.172869
0.0021 0.0005 2.929372e+04 6.096404e+01  70.477436  72.190969  70.288711
0.0022 0.0005 2.747736e+04 6.119287e+01  69.269307  71.385295  69.482028
0.0023 0.0005 2.583395e+04 6.138337e+01  68.157337  70.645103  68.745883
0.0024 0.0005 2.434150e+04 6.154296e+01  67.135129  69.964022  68.080317
0.0025 0.0005 2.298141e+04 6.167496e+01  66.193382  69.333933  67.465138
0.0026 0.0005 2.173770e+04 6.178410e+01  65.323504  68.751480  66.904727
0.0027 0.0005 2.059656e+04 6.187194e+01  64.521693  68.210778  66.385063
0.0028 0.0005 1.954622e+04 6.194024e+01  63.782145  67.707930  65.908069
0.0029 0.0005 1.857661e+04 6.199141e+01  63.099932  67.241407  65.472261
0.0030 0.0005 1.767907e+04 6.202643e+01  62.468797  66.804506  65.068033
0.0031 0.0005 1.684613e+04 6.204823e+01  61.885710  66.397911  64.698081
0.0032 0.0005 1.607131e+04 6.205738e+01  61.347472  66.018004  64.354437
0.0033 0.0005 1.534895e+04 6.205469e+01  60.849426  65.660898  64.041247
0.0034 0.0005 1.467410e+04 6.204085e+01  60.388187  65.325390  63.749833
0.0035 0.0005 1.404243e+04 6.201890e+01  59.961964  65.009686  63.475524
0.0036 0.0005 1.345010e+04 6.198724e+01  59.567271  64.711332  63.223298
0.0037 0.0005 1.289370e+04 6.194743e+01  59.202824  64.431501  62.989665
0.0038 0.0005 1.237024e+04 6.190172e+01  58.865573  64.168111  62.775379
0.0039 0.0005 1.187701e+04 6.185011e+01  58.553746  63.918331  62.572219
0.0040 0.0005 1.141161e+04 6.179318e+01  58.266330  63.683369  62.386583
0.0041 0.0005 1.097190e+04 6.173298e+01  57.999430  63.461502  62.215908
0.0042 0.0005 1.055595e+04 6.166816e+01  57.754042  63.251875  62.050986
0.0043 0.0005 1.016200e+04 6.159975e+01  57.528249  63.055870  61.905206
0.0044 0.0005 9.788482e+03 6.152820e+01  57.320273  62.869775  61.772187
0.0045 0.0005 9.433965e+03 6.145558e+01  57.128534  62.693537  61.631868
0.0046 0.0005 9.097142e+03 6.137942e+01  56.952026  62.527557  61.513853
0.0047 0.0005 8.776827e+03 6.130059e+01  56.790919  62.370658  61.407824
0.0048 0.0005 8.471932e+03 6.122226e+01  56.641643  62.223242  61.303333
0.0049 0.0005 8.181466e+03 6.114118e+01  56.506960  62.084755  61.209753
0.0050 0.0005 7.904516e+03 6.105932e+01  56.383446  61.952339  61.123674
0.0051 0.0005 7.640244e+03 6.097627e+01  56.272409  61.829373  61.047057
0.0052 0.0005 7.387881e+03 6.089297e+01  56.170692  61.713265  60.973402
0.0053 0.0005 7.146715e+03 6.080830e+01  56.079218  61.603230  60.906682
0.0054 0.0005 6.916090e+03 6.072309e+01  55.997273  61.500635  60.847182
0.0055 0.0005 6.695398e+03 6.063774e+01  55.924181  61.403717  60.792811
0.0056 0.0005 6.484077e+03 6.055277e+01  55.858802  61.312765  60.742327
0.0057 0.0005 6.281606e+03 6.046730e+01  55.801122  61.228046  60.698716
0.0058 0.0005 6.087499e+03 6.038185e+01  55.750740  61.147983  60.657324
0.0059 0.0005 5.901306e+03 6.029652e+01  55.707434  61.073627  60.623641
0.0060 0.0005 5.722606e+03 6.021121e+01  55.670815  61.004511  60.592628
0.0061 0.0005 5.551007e+03 6.012633e+01  55.640642  60.940250  60.568437
0.0062 0.0005 5.386144e+03 6.004111e+01  55.615676  60.880362  60.545428
0.0063 0.0005 5.227675e+03 5.995712e+01  55.596050  60.824924  60.529950
0.0064 0.0005 5.075283e+03 5.987306e+01  55.581786  60.773527  60.515034
0.0065 0.0005 4.928678e+03 5.978926e+01  55.571857  60.725920  60.504273
0.0066 0.0005 4.787589e+03 5.970731e+01  55.565424  60.681818  60.494717
0.0067 0.0005 4.651761e+03 5.962415e+01  55.565327  60.643139  60.491429
0.0068 0.0005 4.520951e+03 5.954187e+01  55.569856  60.605299  60.486354
0.0069 0.0005 4.394931e+03 5.946115e+01  55.576620  60.572641  60.489554
0.0070 0.0005 4.273483e+03 5.938052e+01  55.587547  60.543479  60.494350
0.0071 0.0005 4.156403e+03 5.930033e+01  55.602196  60.517457  60.502253
0.0072 0.0005 4.043498e+03 5.922110e+01  55.619456  60.494267  60.510688
0.0073 0.0005 3.934583e+03 5.914255e+01  55.639593  60.474328  60.520752
0.0074 0.0005 3.829484e+03 5.906573e+01  55.661291  60.456409  60.530593
0.0075 0.0005 3.728036e+03 5.898785e+01  55.689092  60.441770  60.547990
0.0076 0.0005 3.630083e+03 5.891142e+01  55.717306  60.429126  60.563712
0.0077 0.0005 3.535476e+03 5.883543e+01  55.748799  60.419205  60.581857
0.0078 0.0005 3.444073e+03 5.875994e+01  55.781578  60.412099  60.606121
0.0079 0.0005 3.355741e+03 5.868581e+01  55.816720  60.407668  60.632144
0.0080 0.0005 3.270353e+03 5.861274e+01  55.852869  60.404400  60.651769
0.0081 0.0005 3.187786e+03 5.853948e+01  55.892967  60.403323  60.676470
0.0082 0.0005 3.107927e+03 5.846678e+01  55.934222  60.405125  60.707714
0.0083 0.0005 3.030665e+03 5.839521e+01  55.976985  60.408157  60.736085
0.0084 0.0005 2.955896e+03 5.832515e+01  56.021375  60.414122  60.761627
0.0085 0.0005 2.883521e+03 5.825475e+01  56.067599  60.421763  60.791635
0.0086 0.0005 2.813445e+03 5.818567e+01  56.115617  60.430890  60.826239
0.0087 0.0005 2.745579e+03 5.811744e+01  56.165013  60.442229  60.858866
0.0088 0.0005 2.679835e+03 5.805035e+01  56.216298  60.454791  60.893133
0.0089 0.0005 2.616132e+03 5.798385e+01  56.267555  60.469097  60.927976
0.0090 0.0005 2.554393e+03 5.791786e+01  56.320042  60.485225  60.969791
0.0091 0.0005 2.494541e+03 5.785271e+01  56.374257  60.502694  61.009825
0.0092 0.0005 2.436507e+03 5.778813e+01  56.429375  60.521954  61.050118
0.0093 0.0005 2.380221e+03 5.772520e+01  56.485121  60.542238  61.090219
0.0094 0.0005 2.325620e+03 5.766329e+01  56.541295  60.564793  61.131018
0.0095 0.0005 2.272640e+03 5.760227e+01  56.599003  60.587703  61.171924
0.0096 0.0005 2.221222e+03 5.754160e+01  56.658102  60.611220  61.215427
0.0097 0.0005 2.171310e+03 5.748125e+01  56.718467  60.636955  61.259822
0.0098 0.0005 2.122849e+03 5.742289e+01  56.778297  60.663973  61.300275
0.0099 0.0005 2.075787e+03 5.736483e+01  56.838990  60.692782  61.342831
0.0100 0.0005 2.030075e+03 5.730767e+01  56.900759  60.723672  61.390918
0.0000 0.0006 9.900374e+04 0.000000e+00  97.565648  97.565176 110.748458
0.0001 0.0006 1.001553e+05 7.710992e+00 117.839811 114.452586 129.230716
0.0002 0.0006 1.024142e+05 1.568570e+01 118.245265 112.635506 125.168675
0.0003 0.0006 1.034776e+05 2.314034e+01 116.741340 109.909391 119.879117
0.0004 0.0006 1.019447e+05 2.965947e+01 113.990479 106.662168 114.199884
0.0005 0.0006 9.783801e+04 3.514135e+01 110.531804 103.206273 108.654490
0.0006 0.0006 9.196307e+04 3.965392e+01 106.784620  99.765709 103.529094
0.0007 0.0006 8.522715e+04 4.333682e+01 103.007733  96.492843  98.936910
0.0008 0.0006 7.832312e+04 4.634313e+01  99.347687  93.447493  94.880011
0.0009 0.0006 7.167968e+04 4.881760e+01  95.881095  90.668977  91.293156
